_id,amount,transactionType,winner,hashFile.hash,hashFile.name,hashFile.size,hashFile.type,bcTxId,hashPayload,donerId,donationDate,_origin,_user,timestamp,__v
5ef57466af43b4001951255d,1000,help,false,17095ba694c3d0bfc88f6a3f5a179cc5b49a52880d0d160721541f1d56603fee,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9571,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,e0ffbf8720db2a45d7670fc7cb64808d8f9612c130b4d13bc614b5225e7734ca,a35eff929c520c6da7a826ac7c06fc9db8a052c85c66bdd2212d683f2ed63c7c,138,2020-06-20T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:07:02.749Z,0
5ef5746aaf43b4001951255e,3333,help,false,17095ba694c3d0bfc88f6a3f5a179cc5b49a52880d0d160721541f1d56603fee,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9571,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,b004851ae99b33d2f15acee7dbfd1bdf09fb11dc203b80fc6077e64a8dccd410,24db1731192779c9271b0ecec9c18897c16297144e122179e1048e96dd6b1463,139,2020-06-20T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:07:06.158Z,0
5ef5746caf43b4001951255f,6666,help,false,17095ba694c3d0bfc88f6a3f5a179cc5b49a52880d0d160721541f1d56603fee,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9571,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,87891b40b5b49a00844caa25660f24511b1c02bbe08c37659dccb9064539d1aa,b6216fe8301b1df9773df1ce428d81467a170793f6fc3b94b187be11c152637f,140,2020-06-22T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:07:08.930Z,0
5ef5746faf43b40019512560,6666,help,false,17095ba694c3d0bfc88f6a3f5a179cc5b49a52880d0d160721541f1d56603fee,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9571,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,de29923b2dabf84ece27133eeda02ecf82bc48d448906ff0ca65571180bf9cbe,a5190a0b7450499a3e31f80389df7659932d4422943399f16bf345d597185a8f,141,2020-06-22T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:07:11.702Z,0
5ef57472af43b40019512561,2000,help,false,17095ba694c3d0bfc88f6a3f5a179cc5b49a52880d0d160721541f1d56603fee,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9571,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2864e1a470f9b9479eeb8b07561d467a9cb3b515f825eb98ad562bef87622d08,768f192c832a8775a2dd6f5b853de6efe4ade0a6f598d17df77751b1fec16db1,142,2020-06-23T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:07:14.570Z,0
5ef57475af43b40019512562,6666,help,true,17095ba694c3d0bfc88f6a3f5a179cc5b49a52880d0d160721541f1d56603fee,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9571,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,8461dc4ca187a3cc73bdad247eb9adce6a6670f6a7fe2315b867d8b4e00cd3d7,af915f4e9542954971aa6819e68ac5a33e38879ff42713ad5970a54d56453d61,143,2020-06-24T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:07:17.392Z,0
5ef5751caf43b40019512563,1000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,c17122a0d8c0be6f3b210b5c77200e61ad8e7e4878078e81294b9277e2bc2952,2a8cdeffb4bb490575f14ca83c4731189a757c0d2836621105a3a6564e534c35,107,2020-06-15T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:04.868Z,0
5ef5751faf43b40019512564,1000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,c2402ecf99df51ed66ed2c019984595788faa4a26db2ae3b9ad8e6e364e49fe2,5220043bee812de28527d38425a0920ec077b4ce1d0aaba6627dbf5d7efc903d,108,2020-06-15T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:07.884Z,0
5ef57522af43b40019512565,10000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,6d8f73dfc1098313a569c87280e6de9f29bdda57549cbdd7d5a8fcb70e4bcd59,23d0aae1e59cf346c8b13cb1ca0e71b46b751b43a591a1a83a8313f66525edd7,110,2020-06-16T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:10.752Z,0
5ef57525af43b40019512566,333333,help,true,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,37331a163db8b7431dd3b2b859c286e143bd1859bf42efb9202fb7ca38fd21d6,c4b82a017814afd44ec56681e5722a675f65622a35db1cf61d3fc107ee7afa68,111,2020-06-16T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:13.648Z,0
5ef57528af43b40019512567,2000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,44d482a163331258ad173505ab088023606a177c0eca5cd74492d17dd3d90f97,efedf56c674406a410ca51276a5000f50d7f9bcf41267622937f3a10028b7c01,112,2020-06-17T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:16.447Z,0
5ef5752baf43b40019512568,10000,help,true,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,87a4827250c55a56e79f0cac6de458c80fdeedade9f219390af5445a8c254f94,b85ece6df352f5f087b54555057b3b4a14090fcb69c9bc3fd58c4c17d2bec45b,113,2020-06-17T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:19.348Z,0
5ef5752eaf43b40019512569,33333,help,true,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,435339d48abf104d5d2bbf6d947b70c866afd403d42810c0e49ca576ee208482,83cd0d9121eff26d73ac6616eb7f1b1c9acc75af044ceb6a5c589a3b7481843e,116,2020-06-17T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:22.469Z,0
5ef57531af43b4001951256a,1000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,5a5fa009173e02840fab377276e17ca1ca51765018e2ca9489f3d57b777d5118,512c79ade8faf34c5ccd1076e45122bbc844cd29ed9252523afc79afaf7ceef3,117,2020-06-17T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:25.247Z,0
5ef57534af43b4001951256b,12333,help,true,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,0427e67382af2393896589ac5b67275b7ed48c1cfdedac415fc1acdd235ed3f2,4ca1e13fb57236f4b89213c0c5770b5cc3d5d3eb352147cd74e437c3af5c3aed,118,2020-06-17T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:28.042Z,0
5ef57536af43b4001951256c,46666,help,true,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,ff9f89233acdfffdd2f62251d19235dbf20686f53191145522b9adf845b4a3f3,da6990c6819470ea4f6397ac5c821e3999f98511b2f12643d82e40bc5fd98170,119,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:30.857Z,0
5ef57539af43b4001951256d,2000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,4e091a5803080a43c2ee65631b198224d55453f698ac968671e1d92f04333fcb,e7c30b77ee5019a2aa33a1b3d827391f9670517738acf35a59cd5c1c5d424642,120,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:33.668Z,0
5ef5753caf43b4001951256e,6000,help,true,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,d07500a80f74bf9f649a985f60f30629251acad1eed56d218b4c614fbd7bc9f3,6a770e1c5a3927ad127057a241a6bde2f7cf6dbe02dddfd1ccb023884b629972,121,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:36.591Z,0
5ef5753faf43b4001951256f,2000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,a0fa72cdbc20e84ddacdbc1e5fdf1d00ac73f4f2237d1f1f467df0f94a61f89d,4b9a384c4a8a3a92c8c497c2a07032c3a364f26be5db4bcc622808983646b80f,122,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:39.347Z,0
5ef57542af43b40019512570,1000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,31989d4053ca7a27a02496f9413105d3d3501aa596441e2d612e2b123f829535,d7e9b715649617c4ae570e5c225198dd40e9a09eede4b743454c1abde5c718a5,123,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:42.156Z,0
5ef57544af43b40019512571,3333,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,76c4ea410909bcd3a6e576134ee2487badb45a547a9f34d56a3d28bee4a2c840,772b11b18e93c5295694f93c627b212696a71fb3a574fe0d5b90fddfe2fe7275,124,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:44.980Z,0
5ef57547af43b40019512572,666,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,23dfd0f682427874e9620929cc7a99285fdcfae9978fded498eaac70663cdf91,6d2aa86a50aaee07d1d29d874e108f07d604b858b3795a35662048f2b63d2c3d,125,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:47.854Z,0
5ef5754aaf43b40019512573,6666,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,a8dc9c2ef8722966009009b70f6200dde319a15e0e1f302f2a339dddb2cbc756,b167d36b470a5b510d1d998bf08e5eebc1c7b3ea75dfdadf38d55faacbc73430,126,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:50.713Z,0
5ef5754daf43b40019512574,2000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,97ea64db8dc5ea5b962aa30d1ace50147aab475fa51658472d93ee9f222a051d,c05927ec258b9124c6974489081c02816f30b8403d6c400be0112cbe14fe58a6,127,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:53.542Z,0
5ef57550af43b40019512575,1000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,61401f300d7562c99c39e7f275ab409a9dfdd79ea88e238847fa462a475a1d15,246b9baca8b340e0fc26487bb06979b016feb866ef2258f08f94351af251a56a,128,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:56.477Z,0
5ef57553af43b40019512576,666666,help,true,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,c46711a2871bae0c46a5aff8ae9b2019d312efc08eb8510f504b7514cb9faa24,ef5d8210aa18e774294614513d506edecb01e75761db214f4e7fd8cbf1b56002,129,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:10:59.323Z,0
5ef57556af43b40019512577,10000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,73b008ab0b51f52d772dfc74d39218a3050043b55bcc8f7a7036972db4536c12,e5856e12bbf76e3ca5d1aba6c695b39c0794ff27c7822159a41aed6cd35443a4,130,2020-06-18T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:11:02.286Z,0
5ef57559af43b40019512578,1000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1ac9888383d2a025347d3be12952851941a18bd780d3b7f6d42e4010eb869fdc,23b493feca88dbc2128de5a591d9ad7c54f84546166fcef40f87a451352e94b2,131,2020-06-19T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:11:05.086Z,0
5ef5755baf43b40019512579,3000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,28fa83dafd5f08ec36310c6956df5511e5b7b7779216f35e93b810d5aadecb56,ec7345e6c9701ffe3e2c3c76a79b3a7faadd7ebb77875bffe737685d19b004c1,132,2020-06-19T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:11:07.861Z,0
5ef5755eaf43b4001951257a,2000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,fe315e6e13973d0182bf614bfff547a33c76584d209815c50ae6ee9e7a954649,0e2c40caf5d12283602024812e8e537ce65b7b0032b6da523c2021360616f7be,133,2020-06-19T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:11:10.688Z,0
5ef57561af43b4001951257b,1000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10db2f2e48e8bfc3bc75e3e5c5de63e4711ec571e7d0585bddd2544cc18c2f10,215ecf7c097cf55478d9d0f8aaab8a17ff0c21c967c59a36f242632d44936144,134,2020-06-19T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:11:13.560Z,0
5ef57564af43b4001951257c,2000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,de1ec32495d47b2fee278d4ac09d4bdff2fa951ad5c3017fe1b032200269358a,98f0ca5f765a969bdbc8c99a970ef37996e2bb4addb2017eb1da3c868f7fd003,135,2020-06-19T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:11:16.525Z,0
5ef57567af43b4001951257d,3000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,33557375664fb32efa9872210aa0bdea8f923101a03454f66211b4a59031bde7,80373bdc2ec4a55cb88c269a41104f1fa5528ee1dbc31fe7c9013a181c737fea,136,2020-06-19T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:11:19.335Z,0
5ef5756aaf43b4001951257e,1000,help,false,00f33493dfd1fb875ee598a56d8a2d2ff96762c32256b0e25f3d163221e43786,cargar help sorteo1 hasta 24 de junio incluido.xlsx,9568,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,9b1e1aaa9979ba9dae8348720ad8acaa27b9cddf7bd99ef8fc3ffbaaba45a728,d7b3a118ff10b33d344934f3cd020babbffe2b86b9e3de66779c4d56901fa496,137,2020-06-19T00:00:00.000Z,5eebbe9eb65371001addb719,5eebbefeb65371001addb71a,2020-06-26T04:11:22.259Z,0
